Id,Time[ns],0:UART: RX/TX
808,2008791000.00000000000000000000,C
809,2008874000.00000000000000000000,O
810,2008957000.00000000000000000000,N
811,2009041000.00000000000000000000,T
812,2009124000.00000000000000000000,R
813,2009207000.00000000000000000000,O
814,2009290000.00000000000000000000,L
815,2009373000.00000000000000000000, 
816,2009457000.00000000000000000000,1
817,2009540000.00000000000000000000, 
818,2009623000.00000000000000000000,:
819,2009706000.00000000000000000000,1
820,2009789000.00000000000000000000,0
821,2009873000.00000000000000000000,[B0]
822,2009956000.00000000000000000000,0
823,2010039000.00000000000000000000,[0D]
824,2010122000.00000000000000000000,[0A]
825,2010205000.00000000000000000000,a
826,2010289000.00000000000000000000,[F4]
827,2010372000.00000000000000000000,h
828,2010455000.00000000000000000000,r
829,2010538000.00000000000000000000,s
830,2010621000.00000000000000000000,2
831,2010705000.00000000000000000000,[B7]
832,2010788000.00000000000000000000,_
833,2010871000.00000000000000000000,p
834,2010954000.00000000000000000000,h
835,2011037000.00000000000000000000,y
836,2011121000.00000000000000000000,[DF]
837,2011204000.00000000000000000000,s
838,2011287000.00000000000000000000,e
839,2011370000.00000000000000000000,t
840,2011453000.00000000000000000000,u
841,2011537000.00000000000000000000,[F0]
842,2011620000.00000000000000000000, 
843,2011703000.00000000000000000000,A
844,2011786000.00000000000000000000,T
845,2011869000.00000000000000000000,H
846,2011953000.00000000000000000000,[D2]
847,2012036000.00000000000000000000,_
848,2012119000.00000000000000000000,P
849,2012202000.00000000000000000000,H
850,2012285000.00000000000000000000,Y
851,2012369000.00000000000000000000,[DF]
852,2012452000.00000000000000000000,S
853,2012535000.00000000000000000000,P
854,2012618000.00000000000000000000,E
855,2012701000.00000000000000000000,C
856,2012785000.00000000000000000000,[DF]
857,2012868000.00000000000000000000,S
858,2012951000.00000000000000000000,T
859,2013034000.00000000000000000000,A
860,2013117000.00000000000000000000,U
861,2013201000.00000000000000000000,[D3]
862,2013284000.00000000000000000000, 
863,2013367000.00000000000000000000,1
864,2013450000.00000000000000000000, 
865,2013533000.00000000000000000000,:
866,2013616000.00000000000000000000,1
867,2013700000.00000000000000000000,0
868,2013783000.00000000000000000000,[0D]
869,2013866000.00000000000000000000,[0A]
870,2013949000.00000000000000000000,a
871,2014032000.00000000000000000000,t
872,2014116000.00000000000000000000,h
873,2014199000.00000000000000000000,r
874,2014282000.00000000000000000000,s
875,2014365000.00000000000000000000,2
876,2014448000.00000000000000000000,7
877,2014532000.00000000000000000000,_
878,2014615000.00000000000000000000,p
879,2014698000.00000000000000000000,h
880,2014781000.00000000000000000000,y
881,2014864000.00000000000000000000,_
882,2014948000.00000000000000000000,s
883,2015031000.00000000000000000000,e
884,2015114000.00000000000000000000,t
885,2015197000.00000000000000000000,u
886,2015280000.00000000000000000000,p
887,2015364000.00000000000000000000, 
888,2015447000.00000000000000000000,A
889,2015530000.00000000000000000000,T
890,2015613000.00000000000000000000,H
891,2015696000.00000000000000000000,R
892,2015780000.00000000000000000000,[DF]
893,2015863000.00000000000000000000,P
894,2015946000.00000000000000000000,H
895,2016029000.00000000000000000000,Y
896,2016112000.00000000000000000000,_
897,2016196000.00000000000000000000,[C3]
898,2016279000.00000000000000000000,O
899,2016362000.00000000000000000000,N
900,2016445000.00000000000000000000,T
901,2016528000.00000000000000000000,R
902,2016612000.00000000000000000000,[CF]
903,2016695000.00000000000000000000,L
904,2016778000.00000000000000000000, 
905,2016861000.00000000000000000000,2
906,2016944000.00000000000000000000, 
907,2017028000.00000000000000000000,[BA]
908,2017111000.00000000000000000000,1
909,2017194000.00000000000000000000,0
910,2017277000.00000000000000000000,0
911,2017360000.00000000000000000000,0
912,2017444000.00000000000000000000,[8D]
913,2017527000.00000000000000000000,[0A]
914,2017610000.00000000000000000000,a
915,2017693000.00000000000000000000,t
916,2017776000.00000000000000000000,h
917,2017860000.00000000000000000000,[F2]
918,2017943000.00000000000000000000,s
919,2018026000.00000000000000000000,2
920,2018109000.00000000000000000000,7
921,2018192000.00000000000000000000,_
922,2018276000.00000000000000000000,[F0]
923,2018359000.00000000000000000000,h
924,2018442000.00000000000000000000,y
925,2018525000.00000000000000000000,_
926,2018608000.00000000000000000000,s
927,2018692000.00000000000000000000,[E5]
928,2018775000.00000000000000000000,t
929,2018858000.00000000000000000000,u
930,2018941000.00000000000000000000,p
931,2019024000.00000000000000000000, 
932,2019108000.00000000000000000000,[C1]
933,2019191000.00000000000000000000,T
934,2019274000.00000000000000000000,H
935,2019357000.00000000000000000000,R
936,2019440000.00000000000000000000,_
937,2019523000.00000000000000000000,P
938,2019607000.00000000000000000000,H
939,2019690000.00000000000000000000,Y
940,2019773000.00000000000000000000,_
941,2019856000.00000000000000000000,S
942,2019939000.00000000000000000000,P
943,2020023000.00000000000000000000,E
944,2020106000.00000000000000000000,C
945,2020189000.00000000000000000000,_
946,2020272000.00000000000000000000,S
947,2020355000.00000000000000000000,T
948,2020439000.00000000000000000000,A
949,2020522000.00000000000000000000,U
950,2020605000.00000000000000000000,S
951,2020688000.00000000000000000000, 
952,2020771000.00000000000000000000,2
953,2020855000.00000000000000000000, 
954,2020938000.00000000000000000000,:
955,2021021000.00000000000000000000,1
956,2021104000.00000000000000000000,0
957,2021187000.00000000000000000000,[0D]
958,2021271000.00000000000000000000,[0A]
959,2021354000.00000000000000000000,a
960,2021437000.00000000000000000000,t
961,2021520000.00000000000000000000,h
962,2021603000.00000000000000000000,r
963,2021687000.00000000000000000000,[F3]
964,2021770000.00000000000000000000,2
965,2021853000.00000000000000000000,7
966,2021936000.00000000000000000000,_
967,2022019000.00000000000000000000,p
968,2022103000.00000000000000000000,[E8]
969,2022186000.00000000000000000000,y
970,2022269000.00000000000000000000,_
971,2022352000.00000000000000000000,s
972,2022435000.00000000000000000000,e
973,2022519000.00000000000000000000,[F4]
974,2022602000.00000000000000000000,u
975,2022685000.00000000000000000000,p
976,2022768000.00000000000000000000, 
977,2022851000.00000000000000000000,A
978,2022935000.00000000000000000000,[D4]
979,2023018000.00000000000000000000,H
980,2023101000.00000000000000000000,R
981,2023184000.00000000000000000000,_
982,2023267000.00000000000000000000,P
983,2023351000.00000000000000000000,[C8]
984,2023434000.00000000000000000000,Y
985,2023517000.00000000000000000000,_
986,2023600000.00000000000000000000,C
987,2023683000.00000000000000000000,O
988,2023767000.00000000000000000000,[CE]
989,2023850000.00000000000000000000,T
990,2023933000.00000000000000000000,R
991,2024016000.00000000000000000000,O
992,2024099000.00000000000000000000,L
993,2024183000.00000000000000000000,[A0]
994,2024266000.00000000000000000000,3
995,2024349000.00000000000000000000, 
996,2024432000.00000000000000000000,:
997,2024515000.00000000000000000000,1
998,2024599000.00000000000000000000,[B0]
999,2024682000.00000000000000000000,0
1000,2024765000.00000000000000000000,0
1001,2024848000.00000000000000000000,[0D]
1002,2024931000.00000000000000000000,[0A]
1003,2025015000.00000000000000000000,[E1]
1004,2025098000.00000000000000000000,t
1005,2025181000.00000000000000000000,h
1006,2025264000.00000000000000000000,r
1007,2025347000.00000000000000000000,s
1008,2025430000.00000000000000000000,2
1009,2025514000.00000000000000000000,7
1010,2025597000.00000000000000000000,_
1011,2025680000.00000000000000000000,p
1012,2025763000.00000000000000000000,h
1013,2025846000.00000000000000000000,y
1014,2025930000.00000000000000000000,_
1015,2026013000.00000000000000000000,s
1016,2026096000.00000000000000000000,e
1017,2026179000.00000000000000000000,t
1018,2026262000.00000000000000000000,u
1019,2026346000.00000000000000000000,p
1020,2026429000.00000000000000000000, 
1021,2026512000.00000000000000000000,A
1022,2026595000.00000000000000000000,T
1023,2026678000.00000000000000000000,H
1024,2026762000.00000000000000000000,R
1025,2026845000.00000000000000000000,_
1026,2026928000.00000000000000000000,P
1027,2027011000.00000000000000000000,H
1028,2027094000.00000000000000000000,Y
1029,2027178000.00000000000000000000,_
1030,2027261000.00000000000000000000,S
1031,2027344000.00000000000000000000,P
1032,2027427000.00000000000000000000,E
1033,2027510000.00000000000000000000,C
1034,2027594000.00000000000000000000,_
1035,2027677000.00000000000000000000,S
1036,2027760000.00000000000000000000,T
1037,2027843000.00000000000000000000,A
1038,2027926000.00000000000000000000,U
1039,2028010000.00000000000000000000,[D3]
1040,2028093000.00000000000000000000, 
1041,2028176000.00000000000000000000,3
1042,2028259000.00000000000000000000, 
1043,2028342000.00000000000000000000,:
1044,2028426000.00000000000000000000,[B1]
1045,2028509000.00000000000000000000,0
1046,2028592000.00000000000000000000,[0D]
1047,2028675000.00000000000000000000,[0A]
1048,2189853000.00000000000000000000,e
1049,2189936000.00000000000000000000,t
1050,2190020000.00000000000000000000,[E8]
1051,2190103000.00000000000000000000,1
1052,2190186000.00000000000000000000, 
1053,2190269000.00000000000000000000,u
1054,2190352000.00000000000000000000,p
1055,2190436000.00000000000000000000,[8D]
1056,2190519000.00000000000000000000,[0A]
1057,2190602000.00000000000000000000,e
1058,2190685000.00000000000000000000,t
1059,2190768000.00000000000000000000,h
1060,2190852000.00000000000000000000,[B0]
1061,2190935000.00000000000000000000,,
1062,2191018000.00000000000000000000, 
1063,2191101000.00000000000000000000,e
1064,2191184000.00000000000000000000,t
1065,2191268000.00000000000000000000,[E8]
1066,2191351000.00000000000000000000,1
1067,2191434000.00000000000000000000,[0D]
1068,2191517000.00000000000000000000,[0A]
1069,2191600000.00000000000000000000,S
1070,2191684000.00000000000000000000,[E5]
1071,2191767000.00000000000000000000,t
1072,2191850000.00000000000000000000,t
1073,2191933000.00000000000000000000,i
1074,2192016000.00000000000000000000,n
1075,2192100000.00000000000000000000,[E7]
1076,2192183000.00000000000000000000, 
1077,2192266000.00000000000000000000,0
1078,2192349000.00000000000000000000,x
1079,2192432000.00000000000000000000,1
1080,2192516000.00000000000000000000,[B8]
1081,2192599000.00000000000000000000,1
1082,2192682000.00000000000000000000,1
1083,2192765000.00000000000000000000,6
1084,2192848000.00000000000000000000,2
1085,2192932000.00000000000000000000,[E3]
1086,2193015000.00000000000000000000,0
1087,2193098000.00000000000000000000, 
1088,2193181000.00000000000000000000,t
1089,2193264000.00000000000000000000,o
1090,2193348000.00000000000000000000,[A0]
1091,2193431000.00000000000000000000,0
1092,2193514000.00000000000000000000,x
1093,2193597000.00000000000000000000,6
1094,2193680000.00000000000000000000,0
1095,2193764000.00000000000000000000,[E3]
1096,2193847000.00000000000000000000,1
1097,2193930000.00000000000000000000,a
1098,2194013000.00000000000000000000,1
1099,2194096000.00000000000000000000,0
1100,2194180000.00000000000000000000,[B0]
1101,2194263000.00000000000000000000,[0D]
1102,2194346000.00000000000000000000,[0A]
1103,2227892000.00000000000000000000,i
1104,2227975000.00000000000000000000,s
1105,2228058000.00000000000000000000,_
1106,2228142000.00000000000000000000,[E1]
1107,2228225000.00000000000000000000,u
1108,2228308000.00000000000000000000,t
1109,2228391000.00000000000000000000,o
1110,2228474000.00000000000000000000,_
1111,2228558000.00000000000000000000,[F5]
1112,2228641000.00000000000000000000,p
1113,2228724000.00000000000000000000,l
1114,2228807000.00000000000000000000,o
1115,2228890000.00000000000000000000,a
1116,2228974000.00000000000000000000,[E4]
1117,2229057000.00000000000000000000,_
1118,2229140000.00000000000000000000,f
1119,2229223000.00000000000000000000,i
1120,2229306000.00000000000000000000,r
1121,2229390000.00000000000000000000,[ED]
1122,2229473000.00000000000000000000,w
1123,2229556000.00000000000000000000,a
1124,2229639000.00000000000000000000,r
1125,2229722000.00000000000000000000,e
1126,2229806000.00000000000000000000,[BD]
1127,2229889000.00000000000000000000,0
1128,2229972000.00000000000000000000,[0D]
1129,2230055000.00000000000000000000,[0A]
1130,2230138000.00000000000000000000,A
1131,2230222000.00000000000000000000,[F5]
1132,2230305000.00000000000000000000,t
1133,2230388000.00000000000000000000,o
1134,2230471000.00000000000000000000,b
1135,2230554000.00000000000000000000,o
1136,2230638000.00000000000000000000,[EF]
1137,2230721000.00000000000000000000,t
1138,2230804000.00000000000000000000,i
1139,2230887000.00000000000000000000,n
1140,2230970000.00000000000000000000,g
1141,2231054000.00000000000000000000,[A0]
1142,2231137000.00000000000000000000,i
1143,2231220000.00000000000000000000,n
